4,18.283,-1.707,5.8217,0.003135,1.0552,-0.088009,-0.98164,0.084809,-0.33,3.9167,21.41,11.179,1.726,-0.58988,-1.909,0.18504,-1.1701,-0.67913,-7.276,-11.738,6.0174,0.056727,-0.28526,1.3018,0.51298,0.36188,-0.69338,-15.125,-1.1427,-5.9425,-0.26254,0.82994,-1.1095,0.54392,-0.2925,-0.06224,-15.764,-4.3016,-0.65581,1.073,1.1226,-2.1627,0.36039,0.35617,0.14843
4,18.285,-0.50934,0.80147,-0.84767,-0.1591,-0.019439,-0.95534,0.095844,-0.2929,1.402,14.346,0.39671,0.38857,0.82299,0.70783,0.22207,-0.76747,-0.85971,-2.9788,-5.5177,6.1965,-0.45411,1.9831,1.1134,0.49811,0.39935,-0.73537,-12.87,3.5889,-1.7682,-0.068454,0.94245,1.8872,0.35797,-0.44691,-0.10223,-16.098,-3.597,-5.3571,-0.2036,-0.64626,2.0988,0.48329,0.3649,0.20924
4,18.285,0.47562,2.7477,-0.64351,0.30302,-0.053849,-0.97013,0.095091,-0.32277,-3.3118,10.977,3.0743,0.3608,0.67776,1.4877,0.15959,-0.75528,-0.91214,-5.8463,-6.5977,4.7662,-0.52002,1.117,-0.15761,0.53216,0.40138,-0.55759,-11.174,5.3772,-0.95575,0.41164,1.0312,0.99878,0.28483,-0.48503,-0.063983,-18.816,-1.4126,-0.47394,-0.18951,-0.79136,2.2537,0.53144,0.28764,0.1895
4,18.289,-3.8413,2.2198,1.3138,-0.40248,-0.29455,-0.98469,0.0922,-0.27074,-2.7719,7.5277,5.4338,-0.45764,-0.48765,-0.87558,0.11146,-0.82091,-0.81918,-4.111,-7.4735,3.5362,-0.036935,-0.96816,-0.23863,0.50583,0.34054,-0.77301,-16.967,0.26157,-4.5179,0.88253,-0.59163,-1.7666,0.55036,-0.26075,-0.041413,-16.111,-4.5658,-1.7292,0.71066,1.7026,-2.051,0.34035,0.34456,0.13528
4,18.301,-1.0495,2.6754,-2.4311,0.68138,0.1994,-0.96591,0.013243,-0.29952,-2.2165,11.063,-1.0435,-0.34933,-0.53591,-1.702,-0.021673,-0.67451,-0.53217,-1.3713,-7.4774,5.6507,-0.78361,1.3294,1.225,0.34057,0.51361,-0.78567,-14.855,1.3273,-0.57573,-0.30266,1.2637,2.3195,0.38152,-0.45219,-0.030086,-12.078,1.385,-3.1766,1.0197,0.21334,1.1271,0.55937,0.31141,0.15806
4,18.316,-6.5981,1.6951,3.4199,-2.5201,0.94858,-0.74226,0.18232,-0.64706,-1.3703,11.024,0.42809,1.7767,0.62148,-3.322,-0.29134,-1.5756,0.1505,-13.779,-0.85281,8.8622,0.90044,1.3856,2.6636,0.38715,0.32982,-0.74045,-15.49,-3.1115,-6.4103,-1.0802,1.8329,-1.036,0.52553,-0.2718,-0.18935,-20.334,-0.36114,1.2465,0.68615,0.75727,-2.7035,0.47147,0.37494,0.12697
4,18.319,-7.636,4.4708,0.82694,-0.51712,-0.094097,-0.96254,0.13492,-0.32931,-1.0596,10.242,4.5527,0.2226,0.8454,-2.2357,0.045659,-0.94496,-0.67903,-8.3109,-5.6474,1.7438,0.95845,-0.61091,1.5357,0.51676,0.36704,-0.59528,-15.86,1.2436,-1.5406,0.17165,-0.41168,-1.9821,0.48114,-0.35015,-0.058099,-16.184,-4.0243,-0.54857,-0.016343,1.244,-2.4792,0.36136,0.35034,0.14687
4,18.321,0.36419,2.1098,-0.098439,-0.56841,0.26564,-0.80724,-0.18854,-0.30112,1.2089,8.7347,5.3768,0.35266,0.19832,-1.6679,-0.019277,-0.70431,-0.96012,-0.44719,-9.0932,5.2187,0.63948,0.69083,0.1391,0.26951,0.46923,-0.82899,-15.224,-2.9431,-4.8951,0.92842,-0.047567,-1.6453,0.6623,-0.128,0.03213,-16.289,0.69833,-3.4749,1.0345,1.6794,-2.2345,0.42937,0.33178,0.26389
4,18.336,-0.36243,4.7421,-0.73597,-0.067489,-0.097905,-0.9524,0.040388,-0.29467,-2.4116,13.66,4.8176,0.65226,-0.2754,1.0575,0.18382,-0.83583,-0.86068,-2.0285,-6.3756,5.2966,0.010664,1.6544,0.8944,0.46729,0.40347,-0.75377,-12.891,2.0278,-1.5268,-1.6737,1.0737,1.4942,0.34458,-0.39365,-0.069266,-16.528,-1.8568,-4.6874,-0.51624,-0.57058,2.2603,0.51557,0.32687,0.19251
4,18.336,0.55913,0.27163,-0.7835,-0.23233,0.39319,-0.96902,0.083182,-0.26231,-5.6324,12.062,2.5012,-1.5122,-0.13107,2.3451,0.33071,-0.83349,-0.94325,-5.8549,-6.5062,3.7275,-0.24693,1.4568,-0.01174,0.54397,0.43197,-0.60556,-13.005,4.0758,-1.6217,-2.3708,1.002,0.56919,0.3017,-0.44927,-0.04134,-19.331,-3.7653,-2.0504,-1.099,-0.80781,2.1277,0.51392,0.31457,0.17874
4,18.339,-0.031363,4.7268,0.12528,-1.2508,-0.35127,-0.83373,0.002974,-0.56966,-3.3854,7.9784,-3.0538,-0.41631,-0.19431,-1.7982,-0.10325,-0.96471,-0.07839,-4.996,-12.808,4.6346,-0.78576,1.4217,1.3242,0.31708,0.53991,-0.63225,-14.794,-1.8419,-3.1141,1.0044,0.8485,-1.2797,0.56239,-0.20502,-0.20176,-12.294,-2.4803,2.6149,1.6406,-0.011842,-1.5588,0.43033,0.33366,0.060071
4,18.339,-0.44608,3.5166,-1.4462,-0.64687,-0.055313,-0.96484,0.029681,-0.31873,-3.7764,8.038,-0.14531,-0.84755,0.64495,-0.048678,0.24092,-0.73851,-0.81231,-2.3636,-8.2081,4.6317,-0.2072,1.4397,1.5797,0.56566,0.48411,-0.65828,-11.487,3.8782,-1.3359,0.29479,1.0937,1.8688,0.34142,-0.46957,-0.065138,-13.781,-0.16242,-3.1169,-0.1512,-0.14004,1.1213,0.54296,0.30436,0.16383
4,18.342,-3.4072,2.8571,0.61062,0.075523,-0.043983,-0.95797,0.056738,-0.31105,-2.6197,8.8134,3.319,-0.17774,0.64259,-1.2025,0.16657,-0.8792,-0.72143,-3.3432,-8.0376,4.4183,0.55244,-0.6808,0.006543,0.47945,0.31918,-0.75346,-17.451,-0.61062,-2.651,1.3917,-0.63964,-1.9805,0.53434,-0.27901,-0.065741,-13.34,-5.628,-0.74391,1.9944,1.3154,-1.6346,0.30872,0.36706,0.16533
4,18.346,-0.93562,-2.7818,-0.92729,0.090046,0.26294,-0.88696,-0.18115,-0.41086,-8.9695,10.369,-0.91713,1.066,2.0451,0.87932,-0.1842,-1.0089,-0.008078,3.3459,-9.6284,8.0289,-1.6938,-0.54393,-2.9775,0.35617,0.54838,-0.83869,-18.722,1.8689,-2.8634,-0.087337,0.64091,-1.6232,0.61863,-0.19614,-0.13471,-14.779,0.28674,-2.0958,1.0729,1.7261,-0.91138,0.29041,0.47385,0.11135
4,18.356,3.7983,2.9682,-1.2692,-1.4331,-0.036687,-0.7958,-0.20495,-0.3158,-1.3209,8.374,4.8058,-0.30259,-0.31385,0.7699,0.12277,-0.65893,-0.96599,-0.24613,-7.9274,7.0327,-0.14011,0.42562,0.83904,0.25954,0.47222,-0.8316,-13.216,-0.71239,-3.7167,-1.1223,0.56013,1.8843,0.54332,-0.34922,-0.066198,-16.505,1.3931,-3.2077,-0.90761,-0.81353,1.198,0.57695,0.21169,0.26662
4,18.359,0.84044,16.283,-2.7898,0.22552,0.46329,-0.75706,0.10159,-0.60919,-6.4058,12.07,-3.1806,0.30921,0.22131,-2.2724,0.25035,-0.68628,-0.17221,-5.0842,-5.7409,10.924,-3.2982,4.2674,-0.11891,0.30932,0.34352,-0.84158,-15.307,-0.56891,-1.3291,-0.34125,-0.065378,2.8997,0.43848,-0.35017,-0.16319,-16.189,3.1045,-0.65526,0.79507,0.51033,1.7762,0.53037,0.37858,0.004521
4,18.363,2.449,-0.73836,-3.8904,-0.15618,0.29668,-0.90225,-0.13992,-0.40393,-10.964,20.334,-14.211,6.57,-2.4105,-1.8404,0.11105,-1.3279,-0.52371,-1.6663,-8.2307,8.6076,1.2134,0.993,1.4859,0.59191,0.63114,-0.57058,-16.74,-1.4357,0.28586,-0.68215,-0.58083,2.8236,0.461,-0.25163,-0.16506,-15.389,0.97628,0.39687,0.96557,0.072761,2.1443,0.52692,0.39752,0.083505
4,18.369,-0.57887,3.2483,-1.8438,-0.26838,-0.25546,-0.95542,0.089016,-0.31817,-3.503,10.978,3.01,-0.13267,0.38119,0.24438,0.12561,-0.80177,-0.80419,-3.0997,-6.9666,5.0588,0.058225,1.4297,0.7435,0.553,0.42852,-0.6448,-10.969,3.1889,-1.1743,-0.17624,0.87388,1.8469,0.32372,-0.48022,-0.051933,-15.023,1.1543,-2.3991,-0.37231,-0.33046,1.6475,0.56812,0.27859,0.15627
4,18.374,-3.1971,2.1425,0.31935,0.19319,0.039903,-0.9683,-0.023709,-0.25483,-3.807,9.2953,2.9712,-0.58969,0.92967,-0.24273,0.20895,-0.82411,-0.65874,-2.0708,-8.486,1.9515,-0.41964,-1.2975,-1.254,0.46501,0.32975,-0.78464,-21.318,-1.1873,-2.9306,0.1922,-0.92567,-3.1314,0.54561,-0.27393,-0.051315,-16.849,-6.7888,-1.643,1.0378,1.9143,-1.4973,0.29488,0.37883,0.17649
4,18.375,2.2799,-0.33613,-0.4921,-0.59283,-0.017045,-0.95512,0.021974,-0.19605,-4.159,8.4324,-0.014363,-0.043633,0.42576,0.88267,0.32856,-0.77259,-0.89067,-2.8249,-6.7778,5.6411,-0.12505,0.93636,0.7353,0.53919,0.45589,-0.66295,-14.576,4.133,-2.4336,-0.39879,1.2105,1.9403,0.3569,-0.43537,-0.044552,-16.946,-1.2381,-3.7365,-0.37151,-0.55581,1.5493,0.50257,0.34117,0.20113
4,18.379,-1.8186,5.8059,-1.107,-0.41207,0.083747,-0.94458,0.069496,-0.37998,-5.311,6.3449,0.54232,-0.78997,0.21064,-0.018155,0.06256,-0.75741,-0.75289,-2.4308,-6.8586,6.3675,-0.4516,1.6685,1.8281,0.51809,0.44323,-0.76685,-14.659,2.7609,-2.6213,-1.3885,0.9671,1.9506,0.3806,-0.41464,-0.027091,-12.206,1.7297,-3.7127,-0.41067,0.088597,0.8875,0.56912,0.28851,0.16947
4,18.38,1.6085,2.711,-0.9591,-0.61821,-0.21443,-0.95142,-0.012045,-0.28302,-4.9536,8.2158,0.66997,-0.19113,-0.58328,-1.1099,0.20961,-0.77746,-0.73889,0.43805,-8.263,5.5208,0.033276,1.2441,1.764,0.44788,0.43992,-0.78845,-15.276,3.7326,-2.4172,-0.59393,1.3946,2.5556,0.36183,-0.44477,-0.069223,-17.993,-0.26376,-3.2585,-0.20344,-0.25929,1.7205,0.45403,0.38033,0.1562
