2,-0.083052,-2.0968,-5.5283,1.4827,-2.3751,-1.0798,-0.83616,0.19859,-0.62059,5.8917,8.0722,-3.6715,0.033744,1.6397,-2.9844,-0.63803,-0.49608,-0.38879,11.103,-6.9364,5.42,-0.64741,1.0974,2.7552,-0.34142,0.62548,-0.98419,0.4999,12.9,-0.3548,-1.0479,0.37508,-1.1174,0.50643,-0.72086,0.006041,-4.1132,-2.0735,1.4941,-1.0965,0.51651,-2.0069,1.0229,0.32305,-0.053122
2,-0.08376,-0.87651,0.74164,0.10381,0.29686,0.12506,-0.83033,0.15217,-0.8744,3.4847,-0.10404,-0.80326,-0.20323,-1.7818,0.60707,0.56009,-0.84111,-0.76402,-4.6578,-4.0474,2.7624,-0.59284,1.0703,-0.69339,0.23004,1.2459,-0.49587,1.7954,1.3376,-0.85435,0.80657,0.36961,-0.7969,0.30578,-0.81339,0.078325,-3.4208,-11.488,-7.5505,-0.79017,-0.77371,1.4146,0.76507,0.15599,0.33023
2,-0.083777,0.076406,-2.4532,1.4597,0.30846,0.81411,-1.1007,0.12856,-0.49405,9.8446,4.6054,1.1208,-1.6208,2.324,1.528,0.87545,-0.63935,-0.29885,-4.8335,-9.0495,6.1188,0.86155,1.1574,5.3878,0.16537,1.2857,-0.48136,-9.3328,-1.0554,-0.8268,0.39621,0.49425,1.0889,0.16465,-0.72335,0.21301,-3.3092,-0.68487,-3.6646,-0.79237,1.6301,-1.9779,0.86626,0.37226,0.009643
2,-0.08378,0.94547,-0.16305,0.079492,-0.55995,-0.29558,-0.91144,0.15396,-0.38936,-6.2663,0.3897,1.5936,0.2567,0.072329,-0.48366,0.11972,-0.76968,-0.3703,3.2856,4.9633,-2.4744,-0.007915,-0.64591,-1.0101,-0.076344,1.1234,-0.41482,-1.2858,15.177,-1.3797,-0.47808,-0.92039,-0.22448,1.0231,0.050671,0.19373,1.0361,-15.981,2.0947,-0.053007,2.2665,0.68522,0.77871,0.89374,-0.22575
2,-0.083845,0.35704,-1.2263,-2.2417,-0.8865,0.26345,-0.88768,0.3084,-0.36155,2.5502,-2.0616,-0.56037,-0.71208,-1.0941,1.1536,0.1574,-0.6827,-0.42669,-5.7347,-1.4752,1.9261,-1.0842,0.59734,0.17326,-0.45637,1.052,-0.14469,-2.9449,6.6876,-1.4338,-0.23089,2.0476,0.46694,0.59107,-0.53836,0.45652,1.4549,-15.454,0.3401,-0.12618,-0.49175,0.96522,1.2113,0.24188,-0.16539
2,-0.08388,0.13662,-1.4841,-3.1592,4.8214,1.1872,-0.58249,0.058761,-0.71265,4.7859,3.0807,4.0621,-0.41612,-0.1045,-0.21519,-0.14782,-0.18745,-0.66004,3.5569,-3.5459,5.7792,0.059323,0.3264,-0.15043,0.10517,0.77775,-0.87704,2.4656,21.736,-4.8479,0.40591,-0.24126,-0.40843,0.78188,-0.12543,0.35017,3.1437,-11.677,-10.899,2.0479,2.0768,0.44596,0.75795,0.68683,-0.18277
2,-0.084236,1.5592,-0.67476,0.60233,0.050069,0.17968,-0.70998,-0.057651,-0.54011,-6.7183,4.5117,-0.93715,0.49294,2.5141,0.090682,0.12598,-0.6912,0.14272,4.5677,0.85903,-1.0552,0.77612,-0.90277,0.27619,0.15271,0.81053,-0.58712,-1.8555,17.961,-4.0316,-1.1647,-0.31243,-1.8386,0.75663,-0.18249,0.33274,0.45387,10.518,6.9909,-1.1743,-0.87082,1.6889,0.81093,0.7496,-0.30652
2,-0.084244,0.97374,1.4524,1.2942,0.11116,-0.010854,-0.88963,-0.067346,-0.81681,-4.9254,2.1296,1.7213,0.68766,0.81683,0.041472,0.28705,-1.1164,-0.36077,3.6331,0.10591,-1.3583,0.2828,-1.1198,-0.7144,0.44649,0.84474,-0.90054,-5.1594,11.822,-2.6882,1.0348,-0.34578,-1.0553,0.61331,-0.30632,0.39464,1.4903,5.1724,7.2319,-0.1482,0.29212,0.77699,0.36321,0.66921,0.38088
2,-0.084716,0.83766,-1.7917,0.010399,0.054502,-0.32735,-0.66485,-0.043877,-0.58383,-7.1338,0.31384,1.2672,-0.35949,-1.8768,-0.72122,0.12865,-0.66995,-0.01487,7.1064,3.0408,-1.5422,-0.69653,0.6019,-0.93145,0.18879,0.75743,-0.61868,-2.5032,2.8871,4.3145,1.1646,-1.1029,1.9695,0.73632,-0.33287,0.21889,0.11121,9.2511,-5.9753,1.4607,-0.48213,-1.8316,0.89231,0.81405,-0.15632
2,-0.084727,0.94374,0.10778,0.52464,-0.17523,-0.41168,-0.8725,0.16856,-0.44399,-6.8832,0.30997,0.47263,0.6165,0.53239,-0.59131,0.058878,-0.53655,-0.53785,2.4125,5.1597,-2.2975,-0.41771,-0.26089,-1.9055,0.026908,0.99881,-0.45642,-1.691,13.293,-1.0415,-0.38748,-0.8101,-0.43086,1.0388,0.055124,0.25969,-0.029589,-12.565,0.90249,-0.33513,2.4015,0.57766,0.83459,0.93853,-0.29565
